Atoll,island,atoll_official,indicator_full,value,sex_modifier,population_modifier,indicator,indicator2,value2,index
HA,Ihavandhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,1124,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,1124,"Ihavandhoo, Haa Alif Atoll"
HA,Ihavandhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,978,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,978,"Ihavandhoo, Haa Alif Atoll"
HA,Ihavandhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,515,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,515,"Ihavandhoo, Haa Alif Atoll"
HA,Ihavandhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,1590,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,1590,"Ihavandhoo, Haa Alif Atoll"
HA,Ihavandhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,322,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,322,"Ihavandhoo, Haa Alif Atoll"
HA,Ihavandhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,709,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,709,"Ihavandhoo, Haa Alif Atoll"
HA,Ihavandhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,131,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,131,"Ihavandhoo, Haa Alif Atoll"
HA,Ihavandhoo,Haa Alif Atoll,Resident Maldivian Population (%) Child Population (0-17 yrs),41.645053723601336,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),41.645053723601336,"Ihavandhoo, Haa Alif Atoll"
HA,Ihavandhoo,Haa Alif Atoll,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),36.235642830678024,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),36.235642830678024,"Ihavandhoo, Haa Alif Atoll"
HA,Ihavandhoo,Haa Alif Atoll,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),19.08114116339385,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),19.08114116339385,"Ihavandhoo, Haa Alif Atoll"
HA,Ihavandhoo,Haa Alif Atoll,Resident Maldivian Population (%) Working Age Population (15-64 yrs),58.910707669507225,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),58.910707669507225,"Ihavandhoo, Haa Alif Atoll"
HA,Ihavandhoo,Haa Alif Atoll,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),11.930344572063726,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),11.930344572063726,"Ihavandhoo, Haa Alif Atoll"
HA,Ihavandhoo,Haa Alif Atoll,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),26.268988514264542,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),26.268988514264542,"Ihavandhoo, Haa Alif Atoll"
HA,Ihavandhoo,Haa Alif Atoll,Resident Maldivian Population (%) Elderly Population  (65+ yrs),4.853649499814746,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),4.853649499814746,"Ihavandhoo, Haa Alif Atoll"
HA,Ihavandhoo,Haa Alif Atoll,Area (in hectare),62.575702,NA,NA,Area (in hectare),Area (in hectare),62.575702,"Ihavandhoo, Haa Alif Atoll"
HA,Ihavandhoo,Haa Alif Atoll,Area (in sq km),0.62575702,NA,NA,Area (in sq km),Area (in sq km),0.62575702,"Ihavandhoo, Haa Alif Atoll"
HA,Ihavandhoo,Haa Alif Atoll,Population density Resident Maldivian Population,4313.175743517828,NA,Resident Maldivians,Population density ,Population density ,4313.175743517828,"Ihavandhoo, Haa Alif Atoll"
HA,Ihavandhoo,Haa Alif Atoll,Median Age Resident Maldivians,26,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,26,"Ihavandhoo, Haa Alif Atoll"
HA,Kelaa,Haa Alif Atoll,Resident Maldivians Population Both sexes,967,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,967,"Kelaa, Haa Alif Atoll"
HA,Kelaa,Haa Alif Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),-0.8747022875623659,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),-0.8747022875623659,"Kelaa, Haa Alif Atoll"
HA,Kelaa,Haa Alif Atoll,Resident Foreigners (%) (out of resident Population),13.273542600896862,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),13.273542600896862,"Kelaa, Haa Alif Atoll"
HA,Kelaa,Haa Alif Atoll,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),85.6046065259117,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),85.6046065259117,"Kelaa, Haa Alif Atoll"
HA,Kelaa,Haa Alif Atoll,Resident Maldivian Population 2022 Dependency Ratio,67.01208981001727,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,67.01208981001727,"Kelaa, Haa Alif Atoll"
HA,Kelaa,Haa Alif Atoll,Resident Maldivian Population 2022 Child Dependency Ratio,50.77720207253886,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,50.77720207253886,"Kelaa, Haa Alif Atoll"
HA,Kelaa,Haa Alif Atoll,Resident Maldivian Population 2022 Aged-Dependency Ratio,16.234887737478413,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,16.234887737478413,"Kelaa, Haa Alif Atoll"
HA,Kelaa,Haa Alif Atoll,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,327,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,327,"Kelaa, Haa Alif Atoll"
HA,Kelaa,Haa Alif Atoll,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,294,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,294,"Kelaa, Haa Alif Atoll"
HA,Kelaa,Haa Alif Atoll,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,154,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,154,"Kelaa, Haa Alif Atoll"
HA,Kelaa,Haa Alif Atoll,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,579,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,579,"Kelaa, Haa Alif Atoll"
HA,Kelaa,Haa Alif Atoll,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,74,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,74,"Kelaa, Haa Alif Atoll"
HA,Kelaa,Haa Alif Atoll,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,190,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,190,"Kelaa, Haa Alif Atoll"
HA,Kelaa,Haa Alif Atoll,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,94,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,94,"Kelaa, Haa Alif Atoll"
HA,Kelaa,Haa Alif Atoll,Resident Maldivian Population (%) Child Population (0-17 yrs),33.81592554291623,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),33.81592554291623,"Kelaa, Haa Alif Atoll"
HA,Kelaa,Haa Alif Atoll,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),30.403309203722856,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),30.403309203722856,"Kelaa, Haa Alif Atoll"
HA,Kelaa,Haa Alif Atoll,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),15.92554291623578,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),15.92554291623578,"Kelaa, Haa Alif Atoll"
HA,Kelaa,Haa Alif Atoll,Resident Maldivian Population (%) Working Age Population (15-64 yrs),59.87590486039297,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),59.87590486039297,"Kelaa, Haa Alif Atoll"
HA,Kelaa,Haa Alif Atoll,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),7.652533609100311,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),7.652533609100311,"Kelaa, Haa Alif Atoll"
HA,Kelaa,Haa Alif Atoll,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),19.648397104446744,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),19.648397104446744,"Kelaa, Haa Alif Atoll"
HA,Kelaa,Haa Alif Atoll,Resident Maldivian Population (%) Elderly Population  (65+ yrs),9.720785935884178,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),9.720785935884178,"Kelaa, Haa Alif Atoll"
HA,Kelaa,Haa Alif Atoll,Area (in hectare),203.365844,NA,NA,Area (in hectare),Area (in hectare),203.365844,"Kelaa, Haa Alif Atoll"
HA,Kelaa,Haa Alif Atoll,Area (in sq km),2.03365844,NA,NA,Area (in sq km),Area (in sq km),2.03365844,"Kelaa, Haa Alif Atoll"
HA,Kelaa,Haa Alif Atoll,Population density Resident Maldivian Population,475.4977438590917,NA,Resident Maldivians,Population density ,Population density ,475.4977438590917,"Kelaa, Haa Alif Atoll"
HA,Kelaa,Haa Alif Atoll,Median Age Resident Maldivians,34,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,34,"Kelaa, Haa Alif Atoll"
HA,Maarandhoo,Haa Alif Atoll,Resident Maldivians Population Both sexes,620,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,620,"Maarandhoo, Haa Alif Atoll"
HA,Maarandhoo,Haa Alif Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),-0.5335020833762619,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),-0.5335020833762619,"Maarandhoo, Haa Alif Atoll"
HA,Maarandhoo,Haa Alif Atoll,Resident Foreigners (%) (out of resident Population),7.18562874251497,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),7.18562874251497,"Maarandhoo, Haa Alif Atoll"
HA,Maarandhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),87.87878787878788,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),87.87878787878788,"Maarandhoo, Haa Alif Atoll"
HA,Maarandhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Dependency Ratio,80.23255813953489,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,80.23255813953489,"Maarandhoo, Haa Alif Atoll"
HA,Maarandhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Child Dependency Ratio,64.53488372093024,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,64.53488372093024,"Maarandhoo, Haa Alif Atoll"
HA,Maarandhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Aged-Dependency Ratio,15.69767441860465,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,15.69767441860465,"Maarandhoo, Haa Alif Atoll"
HA,Maarandhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,258,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,258,"Maarandhoo, Haa Alif Atoll"
HA,Maarandhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,222,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,222,"Maarandhoo, Haa Alif Atoll"
HA,Maarandhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,114,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,114,"Maarandhoo, Haa Alif Atoll"
HA,Maarandhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,344,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,344,"Maarandhoo, Haa Alif Atoll"
HA,Maarandhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,69,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,69,"Maarandhoo, Haa Alif Atoll"
HA,Maarandhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,145,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,145,"Maarandhoo, Haa Alif Atoll"
HA,Maarandhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,54,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,54,"Maarandhoo, Haa Alif Atoll"
HA,Maarandhoo,Haa Alif Atoll,Resident Maldivian Population (%) Child Population (0-17 yrs),41.612903225806456,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),41.612903225806456,"Maarandhoo, Haa Alif Atoll"
HA,Maarandhoo,Haa Alif Atoll,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),35.80645161290323,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),35.80645161290323,"Maarandhoo, Haa Alif Atoll"
HA,Maarandhoo,Haa Alif Atoll,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),18.387096774193548,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),18.387096774193548,"Maarandhoo, Haa Alif Atoll"
HA,Maarandhoo,Haa Alif Atoll,Resident Maldivian Population (%) Working Age Population (15-64 yrs),55.483870967741936,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),55.483870967741936,"Maarandhoo, Haa Alif Atoll"
HA,Maarandhoo,Haa Alif Atoll,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),11.129032258064516,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),11.129032258064516,"Maarandhoo, Haa Alif Atoll"
HA,Maarandhoo,Haa Alif Atoll,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),23.387096774193548,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),23.387096774193548,"Maarandhoo, Haa Alif Atoll"
HA,Maarandhoo,Haa Alif Atoll,Resident Maldivian Population (%) Elderly Population  (65+ yrs),8.709677419354838,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),8.709677419354838,"Maarandhoo, Haa Alif Atoll"
HA,Maarandhoo,Haa Alif Atoll,Area (in hectare),44.588624,NA,NA,Area (in hectare),Area (in hectare),44.588624,"Maarandhoo, Haa Alif Atoll"
HA,Maarandhoo,Haa Alif Atoll,Area (in sq km),0.44588624000000004,NA,NA,Area (in sq km),Area (in sq km),0.44588624000000004,"Maarandhoo, Haa Alif Atoll"
HA,Maarandhoo,Haa Alif Atoll,Population density Resident Maldivian Population,1390.4891974239886,NA,Resident Maldivians,Population density ,Population density ,1390.4891974239886,"Maarandhoo, Haa Alif Atoll"
HA,Maarandhoo,Haa Alif Atoll,Median Age Resident Maldivians,27,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,27,"Maarandhoo, Haa Alif Atoll"
HA,Mulhadhoo,Haa Alif Atoll,Resident Maldivians Population Both sexes,245,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,245,"Mulhadhoo, Haa Alif Atoll"
HA,Mulhadhoo,Haa Alif Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),1.3470671363249733,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),1.3470671363249733,"Mulhadhoo, Haa Alif Atoll"
HA,Mulhadhoo,Haa Alif Atoll,Resident Foreigners (%) (out of resident Population),14.335664335664337,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),14.335664335664337,"Mulhadhoo, Haa Alif Atoll"
HA,Mulhadhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),105.88235294117648,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),105.88235294117648,"Mulhadhoo, Haa Alif Atoll"
HA,Mulhadhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Dependency Ratio,55.06329113924051,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,55.06329113924051,"Mulhadhoo, Haa Alif Atoll"
